age,nettohh,female,educ_low,educ_med,educ_high,occup_market,occup_house,occup_retired,occup_else,partner,nkids,ID,e_star,e_double_star
66,1650,0,1,0,0,0,0,1,0,0,0,256,0.409193785490061,0.34665214218694
66,1650,0,1,0,0,0,0,1,0,1,0,257,0.411226851858373,0.240229885057488
66,1650,0,1,0,0,1,0,0,0,1,0,258,0.615578086646565,0.530054644805205
66,1650,1,0,0,0,0,0,0,1,0,0,259,0.732748060436279,0.163502109709952
66,1650,1,0,0,0,0,1,0,0,1,0,260,0.669631999997364,0.520507141227426
66,1650,1,0,0,1,0,0,0,1,0,0,261,0.986111023863486,0.982818995580601
66,1650,1,0,0,1,0,0,0,1,1,0,262,0.996330868387304,0.890250183227181
66,1650,1,0,0,1,0,0,1,0,0,0,263,0.475525108638976,0.322807017546438
66,1650,1,0,0,1,0,0,1,0,1,0,264,0.76503696123109,0.689405735502078
66,1650,1,0,0,1,0,1,0,0,0,0,265,0.525987651075411,0.481702206910995
66,1650,1,0,0,1,1,0,0,0,0,0,266,0.681301611599338,0.594814991891326
66,1650,1,0,1,0,0,0,0,1,0,0,267,0.932980768462585,0.896055244949821
66,1650,1,0,1,0,0,0,0,1,1,0,268,0.478765219064371,0.431598120987474
66,1650,1,0,1,0,0,0,1,0,0,0,269,0.601423217558477,0.488559637065919
66,1650,1,0,1,0,0,0,1,0,1,0,270,0.343267108160944,0.126931567334395
66,1650,1,0,1,0,0,1,0,0,0,0,271,0.737439549870032,0.517961888072023
66,1650,1,0,1,0,0,1,0,0,1,0,272,0.956939997857262,0.863569872155495
66,1650,1,0,1,0,1,0,0,0,0,0,273,0.92774106120487,0.88082807687897
66,1650,1,1,0,0,0,0,0,1,0,0,274,0.518115942024451,0.381578947366506
66,1650,1,1,0,0,0,0,0,1,1,0,275,0.739355966092262,0.736334247652849
66,1650,1,1,0,0,0,0,1,0,0,0,276,0.453459981574269,0.35912242532504
66,1650,1,1,0,0,0,0,1,0,1,0,277,0.567839887844457,0.567839887844457
66,1650,1,1,0,0,0,1,0,0,0,0,278,0.700338662682043,0.189573459712847
66,1650,1,1,0,0,0,1,0,0,1,0,279,0.279311617538042,0.132051282045722
66,1650,1,1,0,0,1,0,0,0,0,0,280,0.881503759395855,0.488358486480138
66,2525,0,0,0,1,0,0,0,1,1,0,281,0.766009577906516,0.763034310606599
66,2525,0,0,0,1,0,0,1,0,0,0,282,0.774698620509298,0.487726749845024
66,2525,0,0,0,1,0,0,1,0,1,0,283,0.180803571427532,0.147321428572468
66,2525,0,0,0,1,1,0,0,0,1,0,284,0.517553191493789,0.517553191493789
66,2525,0,0,0,1,1,0,0,0,1,1,285,1,0.292600001012033
66,2525,0,0,1,0,0,0,0,1,1,0,286,0.647105625736003,0.56605025142926
66,2525,0,0,1,0,0,0,1,0,0,0,287,0.84199243652256,0.561635746278625
66,2525,0,0,1,0,0,0,1,0,1,0,288,0.281773966467881,0.241648534494743
66,2525,0,0,1,0,0,0,1,0,1,2,289,0.920972644373251,0.727963525838277
66,2525,0,1,0,0,0,0,1,0,0,0,290,0.611696168496564,0.364238410598773
66,2525,0,1,0,0,0,0,1,0,1,0,291,0.303984853417205,0.148279952547455
66,2525,0,1,0,0,1,0,0,0,1,0,292,0.950556417788903,0.923480170393304
66,2525,0,1,0,0,1,0,0,0,1,1,293,0.94895082993753,0.810549915921001
66,2525,1,0,0,1,0,0,0,1,1,0,294,0.785510892492312,0.785510892492312
66,2525,1,0,0,1,0,0,1,0,0,0,295,0.954677613794047,0.847969680566166
66,2525,1,0,0,1,0,0,1,0,1,0,296,0.7291318864809,0.630096952263557
66,2525,1,0,0,1,0,1,0,0,1,0,297,0.496008761772828,0.34572245435993
66,2525,1,0,1,0,0,0,1,0,0,0,298,0.402279595327855,0.250440553114458
66,2525,1,0,1,0,0,0,1,0,1,0,299,0.624984643356584,0.332440396457969
66,2525,1,0,1,0,0,1,0,0,1,0,300,0.570647694526997,0.499396680759673
66,2525,1,1,0,0,0,0,0,1,1,0,301,0.610933333337016,0.601828657316219
66,2525,1,1,0,0,0,0,1,0,1,0,302,0.368333333339251,0.198333333326445
66,2525,1,1,0,0,0,1,0,0,0,0,303,0.849446344720491,0.612267377822718
66,2525,1,1,0,0,0,1,0,0,1,0,304,0.256709451576171,0.152858809808095
66,2525,1,1,0,0,0,1,0,0,1,1,305,0.933635790519475,0.933635790519475
66,2525,1,1,0,0,1,0,0,0,1,0,306,0.802987259703514,0.799410022351367
66,3700,0,0,0,1,0,0,0,1,1,0,307,0.776333983922086,0.776333983922086
66,3700,0,0,0,1,0,0,1,0,0,0,308,0.665551792168117,0.560373828637239
66,3700,0,0,0,1,0,0,1,0,1,0,309,0.28468235074979,0.189808917195478
66,3700,0,0,0,1,0,0,1,0,1,1,310,0.861450959528156,0.65689038484561
66,3700,0,0,0,1,1,0,0,0,1,0,311,0.704196379600035,0.686401883423969
66,3700,0,0,0,1,1,0,0,0,1,1,312,0.703765025209577,0.402363220542611
66,3700,0,0,1,0,0,0,0,1,1,2,313,0.985699536242464,0.936594812585099
66,3700,0,0,1,0,0,0,1,0,0,0,314,0.481399090429477,0.457123217049229
66,3700,0,0,1,0,0,0,1,0,1,0,315,0.477652451263566,0.143028846148809
66,3700,0,0,1,0,0,0,1,0,1,1,316,0.736557228541642,0.576516296139744
66,3700,0,0,1,0,1,0,0,0,1,0,317,0.736897586910345,0.134361233482196
66,3700,0,1,0,0,0,0,0,1,1,0,318,0.864112519971968,0.636819617320725
66,3700,0,1,0,0,0,0,0,1,1,1,319,0.910928970501118,0.800758800651238
66,3700,0,1,0,0,0,0,1,0,0,0,320,0.960393340887094,0.960393340887094
66,3700,0,1,0,0,0,0,1,0,1,0,321,0.465638245725131,0.461359245695348
66,3700,0,1,0,0,1,0,0,0,1,0,322,0.805178954564326,0.172110552761296
66,3700,1,0,0,1,0,0,0,1,1,0,323,1,1
